brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
micro,Hendersonville,United States,5171,35.3145325918367,-82.458814122449,Sanctuary Brewing Company,8285959956.0,28792-5191,North Carolina,147 1st Ave E,[],2018-08-24T15:42:37.406Z,http://www.sanctuarybrewco.com
micro,Highlands,United States,5172,35.054006216911,-83.19553951423359,Satulah Mountain Brewing Co,8284829794.0,28741,North Carolina,454 Carolina Way,[],2018-08-24T15:42:38.400Z,http://www.satulahmountainbrewing.com
micro,Newport,United States,5173,34.789988406904,-76.859456691807,Shortway Brewing Company,2527773065.0,28570,North Carolina,230 Chatham Street,[],2018-08-24T15:42:39.325Z,http://www.shortwaybrewing.com
micro,Elkin,United States,5174,36.28339788513721,-80.85245659630921,Skull Camp Brewing,3363525595.0,28621-2106,North Carolina,1980 N Bridge St,[],2018-08-24T15:42:40.341Z,http://www.skullcampbrewing.com
brewpub,Winston Salem,United States,5175,36.0998405714286,-80.2465619387755,Small Batch Beer Co,3368936395.0,27101-2825,North Carolina,241 W 5th St,[],2018-08-24T15:42:41.271Z,http://www.smallbatchws.com
micro,Apex,United States,5176,35.7461806,-78.8439995,Southern Peak Brewery,9192084515.0,27502-2410,North Carolina,950 Windy Rd Ste 100,[],2018-08-24T15:42:42.239Z,http://www.southernpeakbrewery.com
micro,Raleigh,United States,5177,35.80911029999999,-78.6231748,Sub Noir Brewing Company,9194802337.0,27608-2761,North Carolina,2039 Progress Ct,[],2018-08-24T15:42:45.206Z,http://www.subnoir.net
brewpub,Asheville,United States,5178,35.51391029999999,-82.52063100000002,Sweeten Creek Brewing,8285752785.0,28803-1728,North Carolina,1127 Sweeten Creek Rd,[],2018-08-24T15:42:46.662Z,http://www.sweetencreekbrewing.com
micro,Tarboro,United States,5179,35.8985564050046,-77.5355731668211,Tarboro Brewing Company,2525636522.0,27886-4313,North Carolina,526 N Main St,[],2018-08-24T15:42:47.642Z,http://www.tarborobrewingcompany.com
micro,Wilmington,United States,5180,34.242240420821,-77.8239016974168,Tek Mountain Brewing,9104705334.0,28405-8305,North Carolina,1844 Sir Tyler Dr,[],2018-08-24T15:42:48.092Z,http://www.facebook.com/groups/TekMountainBrewing/
micro,Waxhaw,United States,5181,34.9252405714286,-80.74349914285709,The Dreamchaser's Brewery,7048437326.0,28173-6029,North Carolina,115 E North Main St,[],2018-08-24T15:42:48.604Z,http://www.dreamchasersbrewery.com
regional,Charlotte,United States,5182,35.18741705,-80.8819534530266,The Olde Mecklenburg Brewery,7045255644.0,28217-1738,North Carolina,4150 Yancey Rd,[],2018-08-24T15:42:50.010Z,http://www.oldemeckbrew.com
brewpub,Jamestown,United States,5183,35.992845973017,-79.9376516451772,The Other Side of the Moon - Jamestown,3633072887.0,27282,North Carolina,103 W Main St,[],2018-08-24T15:42:50.494Z,
micro,Charlotte,United States,5184,35.246262,-80.825601,The Sycamore Brewing Cannery,7049103821.0,28206-2664,North Carolina,401 W 24th St,[],2018-08-24T15:42:50.994Z,
micro,Charlotte,United States,5185,,,Thirsty Nomad Brewing,7049400947.0,28217-1520,North Carolina,4402 Stuart Andrew Blvd Ste A,[],2018-08-11T21:38:53.064Z,http://www.thirstynomadbrewing.com
planning,Oxford,United States,5186,,,Tobacco Wood Brewing Company,9199391909.0,27565,North Carolina,,[],2018-08-11T21:38:53.205Z,
brewpub,Chapel Hill,United States,5187,,,Top Of The Hill Restaurant and Brewery,9199298676.0,27514-3629,North Carolina,100 E Franklin St Ste F,[],2018-08-11T21:38:53.241Z,http://www.thetopofthehill.com
planning,Charlotte,United States,5188,,,Traust Brewing Co.,9805053111.0,28205,North Carolina,,[],2018-08-11T21:38:53.269Z,http://www.traustbrewing.com
micro,Fairview,United States,5189,,,Turgua Brewing Co,8282220984.0,28730-1648,North Carolina,27 Firefly Hollow Dr,[],2018-08-11T21:38:53.422Z,http://www.turguabrewing.com
contract,Lincolnton,United States,5190,,,"Untapped Territory, LLC",7042586466.0,28092-3335,North Carolina,326 E Main St Ste 1735,[],2018-08-11T21:38:53.534Z,
brewpub,Asheville,United States,5191,,,UpCountry Brewing,8285752400.0,28806-2639,North Carolina,1042 Haywood Rd,[],2018-08-11T21:38:53.561Z,http://upcountrybrewing.com/
micro,Greenville,United States,5192,,,Uptown Brewing Co,2526712633.0,27858-1834,North Carolina,418 Evans St,[],2018-08-11T21:38:53.591Z,http://www.uptownbrewingcompany.com
brewpub,Wilmington,United States,5193,,,Waterman's Brewing Co,9108393103.0,28403-3735,North Carolina,1610 Pavillion Pl,[],2018-08-11T21:38:53.736Z,http://www.watermansbrewing.com
micro,,United States,5194,,,1487 Brewery,,,,,[],2018-07-24T01:33:59.327Z,
contract,,United States,5195,,,17th State Brewing Company,,,,,[],2018-07-24T01:33:59.352Z,http://www.17statebrewco.com
large,Candler,United States,5196,,,Wicked Weed Brewing,4846789424.0,28715-0209,North Carolina,145 Jacob Holme Way,[],2018-08-11T21:38:54.042Z,http://www.wickedweedbrewing.com
micro,Winston-Salem,United States,5197,,,Wise Man Brewing,3367250008.0,27101,North Carolina,826 Angelo Brothers Ave,[],2018-08-11T21:38:54.276Z,http://www.wisemanbrewing.com
micro,Charlotte,United States,5198,,,Wooden Robot,7723594993.0,28203-4263,North Carolina,1440 S Tryon St Ste 110,[],2018-08-11T21:38:54.318Z,http://www.woodenrobotbrewery.com
planning,Charlotte,United States,5199,,,Wooden Robot,7723594993.0,28203-4263,North Carolina,,[],2018-08-11T21:38:54.352Z,
micro,Weaverville,United States,5200,,,Zebulon Artisan Ales,,28787-8860,North Carolina,8 Merchents Alley,[],2018-08-11T21:38:54.485Z,http://www.zebulonbrewing.com
micro,Charlotte,United States,5201,35.1718311020408,-80.8784230204082,Three Spirits Brewery,9802074881.0,28217-3033,North Carolina,5046 Old Pineville Rd Ste 200,[],2018-08-24T15:42:52.973Z,http://www.threespiritsbrewery.com
brewpub,Morehead City,United States,5202,34.7210745384615,-76.7116896153846,Tight Lines Pub,2527730641.0,28557-4214,North Carolina,709 Arendell St,[],2018-08-24T15:42:53.450Z,http://www.tightlinesbrewing.com
brewpub,Raleigh,United States,5203,35.782697530612204,-78.64598965306119,Tobacco Road Brewery,9193018793.0,27603-1428,North Carolina,505 W Jones St,[],2018-08-24T15:42:53.922Z,http://www.tobaccoroadsportscafe.com
micro,Charlotte,United States,5204,35.20109925,-80.86956579524559,Triple C Brewing,7043723212.0,28203-5430,North Carolina,2900 Griffith St,[],2018-08-24T15:42:54.883Z,http://www.triplecbrewing.com
micro,Greenville,United States,5205,35.60994375,-77.37544525,Trollingwood Taproom & Brewery,2522106295.0,27834-3147,North Carolina,707 Dickinson Ave,[],2018-08-24T15:42:55.865Z,http://www.trollingwoodbrewery.com
micro,Raleigh,United States,5206,35.7613626230434,-78.657447135714,Trophy Brewing Company,9198034849.0,27603-2340,North Carolina,656 Maywood Ave,[],2018-08-24T15:42:56.316Z,http://www.trophybrewing.com
micro,Asheville,United States,5207,35.58942485,-82.5545418535317,Twin Leaf Brewery,8283332221.0,28801-4026,North Carolina,144 Coxe Ave,[],2018-08-24T15:42:57.619Z,http://www.twinleafbrewery.com
micro,Charlotte,United States,5208,35.220512899999996,-80.8575419035654,Unknown Brewing Company,9802372628.0,28203-4121,North Carolina,1327 S Mint St,[],2018-08-24T15:42:58.081Z,http://www.unknownbrewing.com
brewpub,Carrboro,United States,5209,35.9100127,-79.0689722,Vecino Brewing,9196495101.0,27510-2359,North Carolina,300 E Main St,[],2018-08-24T15:43:00.204Z,http://www.vecinobrewing.com
micro,Angier,United States,5210,35.507540999999996,-78.749408,Vicious Fishes Brewery,9196393369.0,27501-6077,North Carolina,219 Fish Dr,[],2018-08-24T15:43:00.664Z,http://www.viciousfishes.com
micro,Wilmington,United States,5211,34.2260974602254,-77.94884066521621,Waterline Brewing Co.,9107778955.0,28401-5043,North Carolina,721 Surrey St,[],2018-08-24T15:43:01.138Z,http://www.waterlinebrewing.com
micro,Asheville,United States,5212,35.5865571,-82.5665920052359,Wedge Brewing Co,8285052792.0,28801-2626,North Carolina,37 Paynes Way Ste 100,[],2018-08-24T15:43:02.162Z,http://www.wedgebrewing.com
micro,Grandy,United States,5213,36.253775,-75.891944,Weeping Radish Farm Brewery,2524915205.0,27939-9635,North Carolina,6810 Caratoke Hwy,[],2018-08-24T15:43:02.637Z,http://www.weepingradish.com
micro,Lewisville,United States,5214,36.0886822750035,-80.5045916479914,Westbend Winery and Brewery,3369459999.0,27023-8278,North Carolina,5394 Williams Rd,[],2018-08-24T15:43:03.122Z,http://www.westbendwineryandbrewery.com
micro,Fairview,United States,5215,35.523144129188,-82.416930726649,Whistle Hop Brewing Company,8283389447.0,28730-8797,North Carolina,1288 Charlotte Hwy,[],2018-08-24T15:43:03.638Z,http://www.whistlehop.com
micro,Mount Airy,United States,5216,36.5006581,-80.6090865,White Elephant Beer Company,3366488277.0,27030-3513,North Carolina,225 Market St,[],2018-08-24T15:43:04.078Z,http://www.whiteelephantbeer.com
brewpub,Asheville,United States,5217,35.5911334,-82.5490695,White Labs Kitchen and Tap,8289743868.0,28801,North Carolina,172 S Charlotte St,[],2018-08-24T15:43:04.595Z,
micro,Youngsville,United States,5218,36.0396084799379,-78.48610616475679,White Street Brewing Company - Production Facility,9196479439.0,27596-8688,North Carolina,400 Park Ave,[],2018-08-24T15:43:05.510Z,
large,Arden,United States,5219,35.4674064,-82.524955526838,Wicked Weed Funk House,,28704-9401,North Carolina,95 Old Shoals Rd,[],2018-08-24T15:43:06.864Z,http://www.wickedweedbrewing.com
micro,Wilmington,United States,5220,34.2213165,-77.8868023066094,Wilmington Brewing Company,9103923315.0,28403-8426,North Carolina,824 S Kerr Ave,[],2018-08-24T15:43:07.745Z,http://www.wilmingtonbeer.com
brewpub,Wilmington,United States,5221,34.210452000000004,-77.836851,Wrightsville Beach Brewery,9102564938.0,28403-3535,North Carolina,6201 Oleander Dr,[],2018-08-24T15:43:09.259Z,http://www.wbbeer.com
micro,Rutherfordton,United States,5222,35.36667960000001,-81.9581017,Yellow Sun Brewing Company,8283750089.0,28139-2849,North Carolina,127 Trade St,[],2018-08-24T15:43:09.703Z,http://www.yellowsunbrewing.com
brewpub,Bismark,United States,5223,,,Bismarck Brewing,,58503,North Dakota,1100 Canada Ave. Suite 1,[],2018-08-11T21:38:54.557Z,http://www.bismarckbrewing.com
planning,McKenzie,United States,5224,,,Black Leg Brewery,,58572-9649,North Dakota,,[],2018-08-11T21:38:54.599Z,
micro,Fargo,United States,5225,,,Drekker Brewing Company,7015406808.0,58102-5267,North Dakota,630 1st Ave N Ste 6,[],2018-08-11T21:38:54.728Z,http://www.drekkerbrewing.com
micro,Mapleton,United States,5226,,,Drumconrath Brewing Company,,58059-4042,North Dakota,349 Knutson St Unit A,[],2018-08-11T21:38:54.778Z,
micro,Fargo,United States,5227,,,Fargo Brewing Co,7014782337.0,58102-4342,North Dakota,610 University Dr N,[],2018-08-11T21:38:54.941Z,http://www.fargobrewing.com
micro,Fargo,United States,5228,,,Kilstone Brewing,7018935224.0,58102-3097,North Dakota,764 34th St N Unit R,[],2018-08-11T21:38:55.120Z,http://www.kilstonebrewing.com
brewpub,Watford City,United States,5229,,,Stonehome Brewing Company,7014442337.0,58854,North Dakota,313 Fox Hills Pkwy,[],2018-08-11T21:38:55.280Z,http://www.stonehomebrewing.com
micro,Whitehall,United States,5230,,,2 Tones Brewing Co.,,43213-1308,Ohio,,[],2018-08-11T21:38:55.402Z,http://www.2tonesbrewingco.com
planning,Huber Heights,United States,5231,,,Alematic Artisan Ales,9376122337.0,45424-3857,Ohio,,[],2018-08-11T21:38:55.598Z,http://www.alematicbrewing.com
planning,Sandusky,United States,5232,,,Baithouse Brewery,4193665372.0,44870,Ohio,,[],2018-08-11T21:38:55.796Z,http://www.baithousebrewery.com
planning,Cincinnati,United States,5233,,,Big Ash Brewing Company,5133079688.0,45244-3244,Ohio,,[],2018-08-11T21:38:55.931Z,http://www.BigAshBrewing.com
micro,Austintown,United States,5234,,,Biker Brew House,,44515-1170,Ohio,5700 Interstate Blvd,[],2018-08-11T21:38:55.960Z,http://www.bikerbrewhouse.com
planning,Cleveland,United States,5235,,,"Bookhouse Brewing, LLC.",4144264555.0,44113-3104,Ohio,,[],2018-08-11T21:38:56.174Z,http://www.bookhouse.beer
micro,Bowling Green,United States,5236,,,Bowling Green Beer Works,5122992101.0,43402-2322,Ohio,322 N Grove St Ste C,[],2018-08-11T21:38:56.336Z,
micro,Cleveland Heights,United States,5237,,,Breaking Point Brewery,2162357411.0,44121-1706,Ohio,,[],2018-08-11T21:38:56.433Z,
planning,Bethel,United States,5238,,,Brewery In Planning - Bethel,5134911227.0,45106-8228,Ohio,,[],2018-08-11T21:38:56.602Z,
micro,Mandan,United States,5239,46.8257882775223,-100.895093700031,Dialectic Brewing Company,7013181328.0,58554,North Dakota,416 W Main St,[],2018-08-24T15:43:12.851Z,http://www.dialecticbrewingcompany.com
brewpub,Bismarck,United States,5240,46.8053537714005,-100.78590359136801,Edwinton Brewing Company,7017127700.0,58501,North Dakota,407 E Main Ave,[],2018-08-24T15:43:14.426Z,http://www.edwinton.com
micro,West Fargo,United States,5241,46.8342507992405,-96.884736422929,Flatland Brewery,7013531178.0,58078-8009,North Dakota,"3140 Bluestem Dr, Ste 105",[],2018-08-24T15:43:15.531Z,http://www.flatlandbrewery.com
brewpub,Fargo,United States,5242,46.8559768,-96.8500756,Granite City Food & Brewery (#3),7012933000.0,58103-3324,North Dakota,1636 42nd St SW,[],2018-08-24T15:43:16.004Z,http://www.gcfb.net
brewpub,Grand Forks,United States,5243,47.923922999999995,-97.0286822,Rhombus Guys Brewing Co,7017570598.0,58201-4784,North Dakota,116 S 3rd St,[],2018-08-24T15:43:18.210Z,http://www.rhombusguysbrewing.com
brewpub,Minot,United States,5244,48.236865229460896,-101.288321818023,Souris River Brewing,7018371884.0,58703-3108,North Dakota,32 3rd St NE,[],2018-08-24T15:43:18.826Z,http://www.sourisriverbrewing.com
micro,Cincinnati,United States,5245,39.126397639871705,-84.7063481503403,13 Below Brewery,5139750613.0,45233-1013,Ohio,7391 Forbes Rd,[],2018-08-24T15:43:19.853Z,http://www.13belowbrewery.com
brewpub,Mason,United States,5246,39.3545967,-84.3183801,16 Lots Brewing,5134863672.0,45040-1303,Ohio,753 Reading Rd,[],2018-08-24T15:43:20.466Z,http://www.16lots.com
brewpub,Defiance,United States,5247,41.296252,-84.341647,4kd Crick Brewery,4199562863.0,43512-1718,Ohio,211 Carpenter Rd,[],2018-08-24T15:43:20.950Z,http://Www.4kdcrickbrewery.com
micro,Columbus,United States,5248,39.986852299999995,-82.90809859999997,"Actual Brewing Company, LLC",6146363825.0,43219-1837,Ohio,655 N James Rd,[],2018-08-24T15:43:21.512Z,http://wwww.actualbeer.com
micro,Akron,United States,5249,41.0851219267793,-81.516458822277,Akronym Brewing LLC,3306208274.0,4430,Ohio,58 E Market St,[],2018-08-24T15:43:22.076Z,http://www.akronymbrewing.com
large,Columbus,United States,5250,40.102197,-82.99306999999997,Anheuser-Busch Inc â Columbus,6148886644.0,43229-1123,Ohio,700 Schrock Rd,[],2018-08-24T15:43:22.613Z,
micro,Akron,United States,5251,41.069853203038704,-81.51788486858871,Aqueduct Brewing,3306066583.0,44311-1184,Ohio,529 Grant St Ste 106,[],2018-08-24T15:43:23.190Z,http://www.aqueductbrewing.shutterfly.com
brewpub,Cleveland,United States,5252,41.48617720000001,-81.7051638,Bad Tom Smith Brewing,,44113-3142,Ohio,1836 W 25th St,[],2018-08-24T15:43:23.670Z,
micro,Cincinnati,United States,5253,39.1199575504541,-84.4180308597704,Bad Tom Smith Brewing,5138714677.0,45226-1893,Ohio,4720 Eastern Ave,[],2018-08-24T15:43:24.136Z,http://www.badtomsmithbrewing.com
micro,Mount Orab,United States,5254,39.0419795,-83.92097890000002,Bardwell Winery and Brewery,,45154,Ohio,716 N High St,[],2018-08-24T15:43:24.632Z,http://www.bardwellwinery.com
micro,Lorain,United States,5255,41.46560548,-82.15710792,Bascule Brewery And Public House,,44052-3377,Ohio,1397 Colorado Ave,[],2018-08-24T15:43:25.540Z,http://www.basculebrewingcompany.com
micro,Columbiana,United States,5256,40.8884869995027,-80.69353035907541,BirdFish Brewing Co,3303339385.0,44408-1348,Ohio,16 S Main St,[],2018-08-24T15:43:26.570Z,http://www.birdfishbrew.com
brewpub,Cleveland,United States,5257,41.500306454545495,-81.5652955454545,Boss Dog Brewing,2163212337.0,44118-2907,Ohio,2179 Lee Rd,[],2018-08-24T15:43:28.002Z,http://www.bossdogbrewing.com
micro,Lakewood,United States,5258,41.47721765,-81.7844570504357,BottleHouse Brewery,2162142120.0,44107-4840,Ohio,13368 Madison Ave,[],2018-08-24T15:43:28.982Z,http://www.thebottlehousebrewingcompany.com
micro,Dayton,United States,5259,39.7522308470898,-84.1772341867514,Branch & Bone Artisan Ales,9377237608.0,45410-1247,Ohio,905 Wayne Ave,[],2018-08-24T15:43:30.013Z,http://www.branchandboneales.com
micro,Wilmington,United States,5260,39.4327471153846,-83.8309158461538,Brausch Brewery,9373022337.0,45177-2924,Ohio,1030 S South St,[],2018-08-24T15:43:30.491Z,
micro,Strongsville,United States,5261,41.326376260745,-81.8499456618911,Brew Kettle - Production Works,,44149-3259,Ohio,20102 Progress Dr,[],2018-08-24T15:43:30.985Z,
micro,Canal Winchester,United States,5262,39.8225954,-82.8311352,"BrewDog Brewing Company, LLC",6149083059.0,43110-7539,Ohio,96 Gender Rd,[],2018-08-24T15:43:31.462Z,http://www.brewdog.com/usa
micro,Logan,United States,5263,39.543781847170294,-82.44991564738959,"Brewery 33 Hocking Hills, LLC",,43138-8983,Ohio,12684 College Prospect Dr,[],2018-08-24T15:43:31.903Z,
planning,Solon,United States,5264,,,"Brewery in Planning - Solon, OH",4407252441.0,44139-3884,Ohio,,[],2018-08-11T21:38:56.891Z,
planning,Stow,United States,5265,,,"Brewery in Planning - Stow, OH",,44224-1009,Ohio,,[],2018-08-11T21:38:56.930Z,
planning,Upper Arlington,United States,5266,,,Brewery in Planning - Upper Arlington,,43221-4112,Ohio,,[],2018-08-11T21:38:56.962Z,
planning,Wadsworth,United States,5267,,,Brewery In Planning - Wadsworth,,44281-7401,Ohio,,[],2018-08-11T21:38:56.993Z,
planning,Waynesville,United States,5268,,,Brewery in Planning - Waynesville,9375813539.0,45068-7004,Ohio,,[],2018-08-11T21:38:57.026Z,
planning,Columbus,United States,5269,,,"Brewery In Planning - Worthington, OH.",,43085,Ohio,,[],2018-08-11T21:38:57.061Z,
planning,Sylvania,United States,5270,,,Brubaker's Brewery & Pub,,43560-9586,Ohio,,[],2018-08-11T21:38:57.224Z,
micro,Pickerington,United States,5271,,,Combustion Brewery,6143628450.0,43147-1484,Ohio,80 W Church St Ste 101,[],2018-08-11T21:38:57.647Z,http://www.combustionbrewing.com
planning,Newbury,United States,5272,,,Crooked Pecker Brewing,4404763427.0,44065-9735,Ohio,,[],2018-08-11T21:38:57.807Z,
micro,Marysville,United States,5273,,,Dalton Union Winery & Brewery,9373193667.0,43040,Ohio,2110 Shirk Rd,[],2018-08-11T21:38:57.834Z,http://www.daltonunion.com
planning,Cincinnati,United States,5274,,,Dead Low Brewing,5132909434.0,45230,Ohio,,[],2018-08-11T21:38:57.930Z,http://www.deadlowbrewing.com
micro,Bloomingdale,United States,5275,,,Dungeon Hollow Brewing,7403371510.0,43910,Ohio,572 County Rd 22A,[],2018-08-11T21:38:58.105Z,http://www.dungeonhollow.com
contract,Cleveland,United States,5276,,,Earlybird Brewing Company,,44115-1259,Ohio,737 Bolivar Rd Ste 4100,[],2018-08-11T21:38:58.131Z,http://www.earlybirdbrewing.com
micro,Columbus,United States,5277,,,Elevator Brewing Co - Production facility,6146792337.0,43215-2906,Ohio,165 N 4th St,[],2018-08-11T21:38:58.225Z,http://elevatorbrewery.com
planning,Versailles,United States,5278,,,Endless Pint Brewing,4197338806.0,45380,Ohio,,[],2018-08-11T21:38:58.282Z,http://www.endlesspintbrewing.com
regional,Middleburg Heights,United States,5279,,,Fat Head's Brewery,2168980242.0,44130-2472,Ohio,,[],2018-08-11T21:38:58.338Z,http://www.fatheads.com
brewpub,Willoughby,United States,5280,41.6434696930999,-81.4063770145957,Brim Kitchen and Brewery,4402068183.0,44094-7704,Ohio,3941 Erie St,[],2018-08-24T15:43:32.840Z,http://www.brimbrewery.com
micro,Cincinnati,United States,5281,39.192788,-84.545876,Brink Brewing Company,5138823334.0,45224-3045,Ohio,5905 Hamilton Ave,[],2018-08-24T15:43:33.335Z,http://www.brinkbrewing.com
brewpub,Lakewood,United States,5282,41.477245,-81.80391800000002,Buckeye Beer Engine,2162262337.0,44107-4020,Ohio,15315 Madison Ave,[],2018-08-24T15:43:33.862Z,http://www.buckeyebeerengine.com
micro,Buckeye Lake,United States,5283,39.928559,-82.488973,Buckeye Lake Brewery,7405356225.0,43008,Ohio,5176 Walnut Rd,[],2018-08-24T15:43:34.369Z,
micro,Newark,United States,5284,40.0836782857143,-82.4175214285714,Buck's Brewing Co,7406412337.0,43055-4728,Ohio,993 Mount Vernon Rd,[],2018-08-24T15:43:34.862Z,
brewpub,Canton,United States,5285,40.7998288979592,-81.37453867346942,Canton Brewing Company,,44702,Ohio,120 3rd St NW,[],2018-08-24T15:43:35.424Z,http://www.drinkcantonbeer.com
brewpub,Dayton,United States,5286,39.730102,-84.20121,Carillon Brewing Company,9372932841.0,45409-2023,Ohio,1000 Carillon Blvd,[],2018-08-24T15:43:35.876Z,http://www.carillonbrewingco.org
contract,Chagrin Falls,United States,5287,41.42999722222221,-81.3851806666667,Chagrin Beer Company,2166451739.0,44022-2978,Ohio,178 E Washington St,[],2018-08-24T15:43:36.831Z,
micro,Mentor,United States,5288,41.6962288733784,-81.3064457271104,CLE Brewing,4405278330.0,44060,Ohio,9431 Mercantile Dr,[],2018-08-24T15:43:37.726Z,http://www.smarterbrewing.com
brewpub,Cleveland,United States,5289,41.4991502,-81.69003599999998,Cleveland Brewing Company @ Butcher and The Brewer,,44115-1023,Ohio,2043 E 4th St,[],2018-08-24T15:43:38.200Z,
micro,Warren,United States,5290,41.2660285565131,-80.8267686739182,Clubhouse Brewing Company Ltd,3305487854.0,44483,Ohio,668 N River Rd NW,[],2018-08-24T15:43:38.690Z,
brewpub,Cleveland,United States,5291,41.4988482948004,-81.703971902824,Collision Bend Brewing Co,2162737879.0,44113-1243,Ohio,1250 Old River Rd,[],2018-08-24T15:43:39.140Z,http://www.collisionbendbrewery.com
regional,Columbus,United States,5292,39.9675898,-83.0692897,Columbus Brewing Co,6142243626.0,43204-3511,Ohio,2555 Harrison Rd,[],2018-08-24T15:43:39.577Z,http://www.columbusbrewing.com
micro,Columbus,United States,5293,39.95045333901611,-83.0036774052528,Commonhouse Ales,6142530272.0,43215-5614,Ohio,535 Short St,[],2018-08-24T15:43:40.493Z,http://www.commonhouseales.com
brewpub,Berea,United States,5294,41.3668538484849,-81.8530486666667,Cornerstone Brewing Co,4402399820.0,44017-1911,Ohio,58 Front St,[],2018-08-24T15:43:40.964Z,
brewpub,Madison,United States,5295,41.7713699430323,-81.0481406638583,Cornerstone Brewing Co,4402399820.0,44057-3126,Ohio,70 W  Main St,[],2018-08-24T15:43:41.540Z,
micro,Springboro,United States,5296,39.5766464255113,-84.23082816426151,Crooked Handle Brewing Co.,9377903450.0,45066-8944,Ohio,760 N Main St,[],2018-08-24T15:43:42.029Z,http://www.crookedhandle.com
micro,Newark,United States,5297,40.0442340994456,-82.41720527674941,DankHouse Brewing Company,,43055-3760,Ohio,161 Forry St,[],2018-08-24T15:43:43.044Z,http://www.dankhousebrewing.com
micro,Xenia,United States,5298,39.6829479756097,-83.9291368536585,Devil Wind Brewing LLC,9376090002.0,45385,Ohio,130 S Detroit St,[],2018-08-24T15:43:44.178Z,http://www.devilwindbrewing.com
brewpub,Madison,United States,5299,41.7403730920009,-81.00537901626221,Double Wing Brewing Co,4404663485.0,44057-9511,Ohio,7840 Doty Rd,[],2018-08-24T15:43:46.084Z,http://www.ratbrew.com
micro,Toledo,United States,5300,41.590252,-83.61522535,Earnest Brew Works,4193402589.0,43614-5367,Ohio,4342 S Detroit Ave,[],2018-08-24T15:43:47.476Z,http://www.earnestbrewworks.com
brewpub,Columbus,United States,5301,39.96566970000001,-83.0017892,Elevator Brewery and Draught Haus,6142280500.0,43215-2402,Ohio,161 N High St,[],2018-08-24T15:43:48.045Z,http://www.elevatorbrewing.com
micro,Columbus,United States,5302,39.988002,-83.030429,Endeavor Brewing Company,6144567074.0,43212,Ohio,909 W 5th Ave,[],2018-08-24T15:43:49.009Z,http://www.endeavorbrewingco.com
micro,Dayton,United States,5303,39.735915999999996,-84.16227099999998,Eudora Brewing Co,9377236863.0,45440-2021,Ohio,4716 Wilmington Pike,[],2018-08-24T15:43:49.484Z,http://www.eudorabrewing.com
brewpub,North Olmsted,United States,5304,41.4266774285714,-81.8944099285714,Fat Head's Brewery & Saloon,4408011001.0,44070-2170,Ohio,24581 Lorain Rd,[],2018-08-24T15:43:49.935Z,http://www.fatheadscleveland.com
brewpub,Canton,United States,5305,40.859724358990505,-81.41867571205171,Fat Head's Brewpub - Canton,,44709-4003,Ohio,3885 Everhard Rd NW,[],2018-08-24T15:43:50.396Z,
brewpub,Cleveland,United States,5306,,,Forest City Brewery,,44113-4243,Ohio,2135 Columbus Rd Ste A,[],2018-08-11T21:38:58.641Z,http://www.forestcitybrewery.com
micro,Columbus,United States,5307,,,Four String Brewing Company - West Side Production Facility,6147251282.0,43204-,Ohio,660 N Hague Ave,[],2018-08-11T21:38:58.704Z,
micro,West Chester,United States,5308,,,Grainworks Brewing Company,5134802337.0,45069-2442,Ohio,7790 Service Center Dr,[],2018-08-11T21:38:58.874Z,
brewpub,Maumee,United States,5309,,,Granite City Food & Brewery (#25),4198789050.0,43537-7550,Ohio,2300 Village Dr W,[],2018-08-11T21:38:58.931Z,http://www.gcfb.net
brewpub,Grove City,United States,5310,,,Grove City Brewing Company,6149910338.0,43123-2623,Ohio,3946 Broadway,[],2018-08-11T21:38:59.080Z,http://www.grovecitybrewingcompany.com
micro,Vandalia,United States,5311,,,Hairless Hare Brewery,9373876476.0,45377-1015,Ohio,738 W National Rd,[],2018-08-11T21:38:59.145Z,http://www.hairlessharebrewery.com
micro,Rayland,United States,5312,,,Hightower Brewing Co,7408590764.0,43943-7765,Ohio,3445 County Road 16 Unit B,[],2018-08-11T21:38:59.302Z,http://www.hightowerbrewingcompany.com
micro,Akron,United States,5313,,,Hoppin' Frog Brewing Co,,44306-4523,Ohio,1680 E Waterloo Rd Ste F,[],2018-08-11T21:38:59.539Z,http://www.hoppinfrog.com
micro,New Madison,United States,5314,,,Kennedy Vineyard,9372738381.0,45346,Ohio,3911 State Route 722,[],2018-08-11T21:38:59.842Z,http://www.kennedyvineyard.net
micro,Columbus,United States,5315,,,Kindred Beer,6146264341.0,43230,Ohio,750 Cross Pointe Rd Unit I and J,[],2018-08-11T21:38:59.878Z,http://www.kindredbeer.com
brewpub,Dayton,United States,5316,39.757225899999995,-84.1881863,Fifth Street Brewpub,9374430919.0,45403-2304,Ohio,1600 E 5th St,[],2018-08-24T15:43:51.803Z,http://Fifthstreetbrewpub.coop
brewpub,Cincinnati,United States,5317,39.11952,-84.41348590000003,Fifty West Brewing Co,5138348789.0,45227-3926,Ohio,7668 Wooster Pike,[],2018-08-24T15:43:52.294Z,http://www.fiftywestbrew.com
micro,Cincinnati,United States,5318,39.11952,-84.41348590000003,Fifty West Brewing Co,5138348789.0,45227-3925,Ohio,7605 Wooster Pike,[],2018-08-24T15:43:52.770Z,
